: Nomen: SI/PL
verlassen verließen finden fanden
verlassen verließen lesen lasen
verlieren verloren bringen brachten
verlieren verloren laufen liefen
verlieren verloren interessieren interessierten
verlieren verloren bestehen bestanden
verlieren verloren heißen hießen
verstehen verstanden glauben glaubten
verstehen verstanden bieten boten
verstehen verstanden sitzen saßen
verstehen verstanden schließen schlossen
verstehen verstanden tragen trugen
versuchen versuchten gewinnen gewannen
versuchen versuchten nutzen nutzten
versuchen versuchten sagen sagten
versuchen versuchten sollen sollten
versuchen versuchten reden redeten
wachsen wuchsen stehen standen
wachsen wuchsen reden redeten
wachsen wuchsen dürfen durften
wachsen wuchsen scheinen schienen
wachsen wuchsen schreiben schrieben
warten warteten erreichen erreichten
warten warteten denken dachten
warten warteten arbeiten arbeiteten
warten warteten entstehen entstanden
warten warteten versuchen versuchten
werden wurden meinen meinten
werden wurden sagen sagten
werden wurden legen legten
werden wurden liegen lagen
werden wurden scheinen schienen
wissen wussten ergeben ergaben
wissen wussten suchen suchten
wissen wussten suchen suchten
wissen wussten gehen gingen
wissen wussten erzählen erzählten
wohnen wohnten bestehen bestanden
wohnen wohnten bleiben blieben
wohnen wohnten erklären erklärten
wohnen wohnten fragen fragten
wohnen wohnten erhalten erhielten
wollen wollten erinnern erinnerten
wollen wollten vergleichen verglichen
wollen wollten ändern änderten
wollen wollten verlassen verließen
wollen wollten können konnten
zeigen zeigten führen führten
zeigen zeigten fallen fielen
zeigen zeigten tragen trugen
zeigen zeigten halten hielten
zeigen zeigten gehen gingen
ziehen zogen erreichen erreichten
ziehen zogen legen legten
ziehen zogen können konnten
ziehen zogen beginnen begannen
ziehen zogen erscheinen erschienen
: Verben (Präteritum): 3PV/INF
änderten ändern fehlten fehlen
änderten ändern taten tun
änderten ändern sagten sagen
änderten ändern konnten können
änderten ändern entstanden entstehen
arbeiteten arbeiten verloren verlieren
arbeiteten arbeiten schrieben schreiben
arbeiteten arbeiten stiegen steigen
arbeiteten arbeiten boten bieten
arbeiteten arbeiten bekamen bekommen
bedeuteten bedeuten interessierten interessieren
bedeuteten bedeuten fuhren fahren
bedeuteten bedeuten hatten haben
bedeuteten bedeuten spielten spielen
bedeuteten bedeuten erkannten erkennen
begannen beginnen glaubten glauben
begannen beginnen führten führen
begannen beginnen hielten halten
begannen beginnen stellten stellen
begannen beginnen sagten sagen
bekamen bekommen fanden finden
bekamen bekommen wollten wollen
bekamen bekommen redeten reden
bekamen bekommen fanden finden
bekamen bekommen folgten folgen
bestanden bestehen fragten fragen
bestanden bestehen mochten mögen
bestanden bestehen mochten mögen
bestanden bestehen wussten wissen
bestanden bestehen machten machen
betrafen betreffen erhielten erhalten
betrafen betreffen sahen sehen
betrafen betreffen gingen gehen
betrafen betreffen stellten stellen
betrafen betreffen konnten können
boten bieten fragten fragen
boten bieten liefen laufen
boten bieten verstanden verstehen
boten bieten wuchsen wachsen
boten bieten fielen fallen
bildeten bilden lagen liegen
bildeten bilden nutzten nutzen
bildeten bilden fielen fallen
bildeten bilden dachten denken
bildeten bilden erhielten erhalten
blieben bleiben zogen ziehen
blieben bleiben fielen fallen
blieben bleiben schienen scheinen
blieben bleiben begannen beginnen
blieben bleiben entstanden entstehen
brauchten brauchen lebten leben
brauchten brauchen schauten schauen
brauchten brauchen entstanden entstehen
brauchten brauchen schafften schaffen
brauchten brauchen sollten sollen
brachten bringen führten führen
brachten bringen verloren verlieren
brachten bringen mussten müssen
brachten bringen erwarteten erwarten
brachten bringen führten führen
dachten denken machten machen
dachten denken arbeiteten arbeiten
dachten denken erinnerten erinnern
dachten denken lernten lernen
dachten denken legten legen
durften dürfen nahmen nehmen
durften dürfen mochten mögen
durften dürfen betrafen betreffen
durften dürfen fehlten fehlen
durften dürfen schauten schauen
entsprachen entsprechen zogen ziehen
entsprachen entsprechen wurden werden
entsprachen entsprechen erwarteten erwarten
entsprachen entsprechen machten machen
entsprachen entsprechen bedeuteten bedeuten
entstanden entstehen warteten warten
entstanden entstehen erschienen erscheinen
entstanden entstehen gaben geben
entstanden entstehen erklärten erklären
entstanden entstehen meinten meinen
entwickelten entwickeln sahen sehen
entwickelten entwickeln bildeten bilden
entwickelten entwickeln brauchten brauchen
entwickelten entwickeln schafften schaffen
entwickelten entwickeln warteten warten
ergaben ergeben studierten studieren
ergaben ergeben waren sein
ergaben ergeben redeten reden
ergaben ergeben gaben geben
ergaben ergeben brachten bringen
erhielten erhalten verließen verlassen
erhielten erhalten fragten fragen
erhielten erhalten wussten wissen
erhielten erhalten mussten müssen
erhielten erhalten hatten haben
erinnerten erinnern schlossen schließen
erinnerten erinnern schafften schaffen
erinnerten erinnern wollten wollen
erinnerten erinnern lernten lernen
erinnerten erinnern wohnten wohnen
erkannten erkennen erwarteten erwarten
erkannten erkennen setzten setzen
erkannten erkennen machten machen
erkannten erkennen erinnerten erinnern
erkannten erkennen schlossen schließen
erklärten erklären schienen scheinen
erklärten erklären erhielten erhalten
erklärten erklären brachten bringen
erklärten erklären wollten wollen
erklärten erklären lagen liegen
erreichten erreichen fühlten fühlen
erreichten erreichen gingen gehen
erreichten erreichen zogen ziehen
erreichten erreichen handelten handeln
erreichten erreichen nannten nennen
erschienen erscheinen studierten studieren
erschienen erscheinen fragten fragen
erschienen erscheinen suchten suchen
erschienen erscheinen stiegen steigen
erschienen erscheinen schrieben schreiben
erwarteten erwarten trugen tragen
erwarteten erwarten stellten stellen
erwarteten erwarten wohnten wohnen
erwarteten erwarten erhielten erhalten
erwarteten erwarten gingen gehen
erzählten erzählen redeten reden
erzählten erzählen machten machen
erzählten erzählen wussten wissen
erzählten erzählen liefen laufen
erzählten erzählen verließen verlassen
fuhren fahren gingen gehen
fuhren fahren meinten meinen
fuhren fahren machten machen
fuhren fahren trugen tragen
fuhren fahren boten bieten
fielen fallen entwickelten entwickeln
fielen fallen lagen liegen
fielen fallen brauchten brauchen
fielen fallen entwickelten entwickeln
fielen fallen standen stehen
fehlten fehlen sagten sagen
fehlten fehlen spielten spielen
fehlten fehlen lernten lernen
fehlten fehlen fielen fallen
fehlten fehlen blieben bleiben
fanden finden fielen fallen
fanden finden ergaben ergeben
fanden finden liefen laufen
fanden finden führten führen
fanden finden handelten handeln
folgten folgen blieben bleiben
folgten folgen sprachen sprechen
folgten folgen brauchten brauchen
folgten folgen liefen laufen
folgten folgen fehlten fehlen
fragten fragen änderten ändern
fragten fragen wollten wollen
fragten fragen saßen sitzen
fragten fragen erkannten erkennen
fragten fragen schienen scheinen
fühlten fühlen wollten wollen
fühlten fühlen hatten haben
fühlten fühlen erhielten erhalten
fühlten fühlen handelten handeln
fühlten fühlen boten bieten
führten führen lasen lesen
führten führen erinnerten erinnern
führten führen verloren verlieren
führten führen änderten ändern
führten führen schrieben schreiben
gaben geben konnten können
gaben geben fühlten fühlen
gaben geben boten bieten
gaben geben suchten suchen
gaben geben legten legen
gingen gehen erinnerten erinnern
gingen gehen führten führen
gingen gehen meinten meinen
gingen gehen schienen scheinen
gingen gehen nannten nennen
gehörten gehören brauchten brauchen
gehörten gehören waren sein
gehörten gehören durften dürfen
gehörten gehören blieben bleiben
gehörten gehören konnten können
galten gelten wussten wissen
galten gelten sollten sollen
galten gelten taten tun
galten gelten boten bieten
galten gelten lagen liegen
gewannen gewinnen sollten sollen
gewannen gewinnen meinten meinen
gewannen gewinnen wohnten wohnen
gewannen gewinnen erkannten erkennen
gewannen gewinnen erklärten erklären
glaubten glauben lagen liegen
glaubten glauben wollten wollen
glaubten glauben fuhren fahren
glaubten glauben lernten lernen
glaubten glauben meinten meinen
hatten haben lasen lesen
hatten haben versuchten versuchen
hatten haben führten führen
hatten haben boten bieten
hatten haben standen stehen
hielten halten entstanden entstehen
hielten halten spielten spielen
hielten halten stiegen steigen
hielten halten interessierten interessieren
hielten halten wuchsen wachsen
handelten handeln schauten schauen
handelten handeln erinnerten erinnern
handelten handeln folgten folgen
handelten handeln entstanden entstehen
handelten handeln ließen lassen
hießen heißen wohnten wohnen
hießen heißen konnten können
hießen heißen kamen kommen
hießen heißen machten machen
hießen heißen interessierten interessieren
halfen helfen fanden finden
halfen helfen durften dürfen
halfen helfen fuhren fahren
halfen helfen redeten reden
halfen helfen dachten denken
interessierten interessieren machten machen
interessierten interessieren nutzten nutzen
interessierten interessieren trafen treffen
interessierten interessieren hießen heißen
interessierten interessieren bildeten bilden
kannten kennen glaubten glauben
kannten kennen trugen tragen
kannten kennen nahmen nehmen
kannten kennen schienen scheinen
kannten kennen blieben bleiben
kamen kommen saßen sitzen
kamen kommen studierten studieren
kamen kommen mussten müssen
kamen kommen erschienen erscheinen
kamen kommen verloren verlieren
konnten können fuhren fahren
konnten können schrieben schreiben
konnten können warteten warten
konnten können brachten bringen
konnten können standen stehen
ließen lassen trafen treffen
ließen lassen kamen kommen
ließen lassen machten machen
ließen lassen nahmen nehmen
ließen lassen erreichten erreichen
liefen laufen fragten fragen
liefen laufen wurden werden
liefen laufen verloren verlieren
liefen laufen halfen helfen
liefen laufen wuchsen wachsen
lebten leben erschienen erscheinen
lebten leben sprachen sprechen
lebten leben lernten lernen
lebten leben entstanden entstehen
lebten leben erhielten erhalten
legten legen verglichen vergleichen
legten legen halfen helfen
legten legen mochten mögen
legten legen gaben geben
legten legen meinten meinen
lernten lernen erhielten erhalten
lernten lernen trugen tragen
lernten lernen nahmen nehmen
lernten lernen lasen lesen
lernten lernen erklärten erklären
lasen lesen erschienen erscheinen
lasen lesen kannten kennen
lasen lesen verbanden verbinden
lasen lesen sagten sagen
lasen lesen zogen ziehen
lagen liegen nahmen nehmen
lagen liegen arbeiteten arbeiten
lagen liegen fuhren fahren
lagen liegen erinnerten erinnern
lagen liegen verbanden verbinden
machten machen erinnerten erinnern
machten machen hielten halten
machten machen hatten haben
machten machen setzten setzen
machten machen liefen laufen
meinten meinen glaubten glauben
meinten meinen fühlten fühlen
meinten meinen wussten wissen
meinten meinen standen stehen
meinten meinen sprachen sprechen
mochten mögen kamen kommen
mochten mögen mussten müssen
mochten mögen boten bieten
mochten mögen studierten studieren
mochten mögen entsprachen entsprechen
mussten müssen glaubten glauben
mussten müssen setzten setzen
mussten müssen verloren verlieren
mussten müssen bedeuteten bedeuten
mussten müssen lasen lesen
nahmen nehmen sprachen sprechen
nahmen nehmen fielen fallen
nahmen nehmen wuchsen wachsen
nahmen nehmen machten machen
nahmen nehmen verstanden verstehen
nannten nennen liefen laufen
nannten nennen änderten ändern
nannten nennen machten machen
nannten nennen stiegen steigen
nannten nennen verglichen vergleichen
nutzten nutzen waren sein
nutzten nutzen änderten ändern
nutzten nutzen schienen scheinen
nutzten nutzen fielen fallen
nutzten nutzen redeten reden
redeten reden fehlten fehlen
redeten reden erwarteten erwarten
redeten reden verglichen vergleichen
redeten reden saßen sitzen
redeten reden erschienen erscheinen
sagten sagen schrieben schreiben
sagten sagen arbeiteten arbeiten
sagten sagen handelten handeln
sagten sagen verstanden verstehen
sagten sagen versuchten versuchen
schafften schaffen bestanden bestehen
schafften schaffen gehörten gehören
schafften schaffen halfen helfen
schafften schaffen gaben geben
schafften schaffen fuhren fahren
schauten schauen erwarteten erwarten
schauten schauen lagen liegen
schauten schauen erkannten erkennen
schauten schauen stiegen steigen
schauten schauen kamen kommen
schienen scheinen interessierten interessieren
schienen scheinen wohnten wohnen
schienen scheinen halfen helfen
schienen scheinen boten bieten
schienen scheinen mochten mögen
schlossen schließen brauchten brauchen
schlossen schließen trafen treffen
schlossen schließen glaubten glauben
schlossen schließen machten machen
schlossen schließen erklärten erklären
schrieben schreiben mochten mögen
schrieben schreiben erzählten erzählen
