: Nomen: SI/PL
versuchten versuchen mussten müssen
versuchten versuchen führten führen
versuchten versuchen sahen sehen
wuchsen wachsen zogen ziehen
wuchsen wachsen gaben geben
wuchsen wachsen erzählten erzählen
wuchsen wachsen ergaben ergeben
wuchsen wachsen gehörten gehören
warteten warten bekamen bekommen
warteten warten erkannten erkennen
warteten warten bildeten bilden
warteten warten fehlten fehlen
warteten warten ließen lassen
wurden werden kannten kennen
wurden werden studierten studieren
wurden werden fuhren fahren
wurden werden versuchten versuchen
wurden werden blieben bleiben
wussten wissen trugen tragen
wussten wissen führten führen
wussten wissen stellten stellen
wussten wissen blieben bleiben
wussten wissen legten legen
wohnten wohnen sollten sollen
wohnten wohnen erzählten erzählen
wohnten wohnen ergaben ergeben
wohnten wohnen durften dürfen
wohnten wohnen saßen sitzen
wollten wollen bekamen bekommen
wollten wollen wuchsen wachsen
wollten wollen suchten suchen
wollten wollen mochten mögen
wollten wollen fanden finden
zeigten zeigen fanden finden
zeigten zeigen erkannten erkennen
zeigten zeigen waren sein
zeigten zeigen fielen fallen
zeigten zeigen wussten wissen
zogen ziehen kannten kennen
zogen ziehen waren sein
zogen ziehen sagten sagen
zogen ziehen erwarteten erwarten
zogen ziehen meinten meinen
: Verben (Präteritum): 3SV/3PV
änderte änderten schaute schauten
änderte änderten wartete warteten
änderte änderten nannte nannten
änderte änderten wollte wollten
änderte änderten lag lagen
arbeitete arbeiteten kannte kannten
arbeitete arbeiteten fand fanden
arbeitete arbeiteten bildete bildeten
arbeitete arbeiteten las lasen
arbeitete arbeiteten handelte handelten
bedeutete bedeuteten stand standen
bedeutete bedeuteten sah sahen
bedeutete bedeuteten sagte sagten
bedeutete bedeuteten ergab ergaben
bedeutete bedeuteten stieg stiegen
begann begannen erreichte erreichten
begann begannen studierte studierten
begann begannen musste mussten
begann begannen handelte handelten
begann begannen folgte folgten
bekam bekamen lief liefen
bekam bekamen fragte fragten
bekam bekamen wusste wussten
bekam bekamen nutzte nutzten
bekam bekamen sprach sprachen
bestand bestanden erschien erschienen
bestand bestanden nutzte nutzten
bestand bestanden half halfen
bestand bestanden studierte studierten
bestand bestanden las lasen
betraf betrafen durfte durften
betraf betrafen verglich verglichen
betraf betrafen nutzte nutzten
betraf betrafen fühlte fühlten
betraf betrafen hieß hießen
bot boten handelte handelten
bot boten hielt hielten
bot boten verließ verließen
bot boten erzählte erzählten
bot boten verging vergingen
bildete bildeten suchte suchten
bildete bildeten erhielt erhielten
bildete bildeten verband verbanden
bildete bildeten begann begannen
bildete bildeten erhielt erhielten
blieb blieben glaubte glaubten
blieb blieben fragte fragten
blieb blieben wollte wollten
blieb blieben erkannte erkannten
blieb blieben ergab ergaben
brauchte brauchten redete redeten
brauchte brauchten kam kamen
brauchte brauchten bestand bestanden
brauchte brauchten wuchs wuchsen
brauchte brauchten entwickelte entwickelten
brachte brachten mochte mochten
brachte brachten zeigte zeigten
brachte brachten fragte fragten
brachte brachten entwickelte entwickelten
brachte brachten erhielt erhielten
dachte dachten spielte spielten
dachte dachten sollte sollten
dachte dachten erklärte erklärten
dachte dachten führte führten
dachte dachten bestand bestanden
durfte durften schaute schauten
durfte durften fehlte fehlten
durfte durften stellte stellten
durfte durften verstand verstanden
durfte durften bekam bekamen
entsprach entsprachen erinnerte erinnerten
entsprach entsprachen zog zogen
entsprach entsprachen erkannte erkannten
entsprach entsprachen verlor verloren
entsprach entsprachen erwartete erwarteten
entstand entstanden folgte folgten
entstand entstanden bestand bestanden
entstand entstanden wuchs wuchsen
entstand entstanden saß saßen
entstand entstanden wurde wurden
entwickelte entwickelten sagte sagten
entwickelte entwickelten redete redeten
entwickelte entwickelten galt galten
entwickelte entwickelten ließ ließen
entwickelte entwickelten lief liefen
ergab ergaben entwickelte entwickelten
ergab ergaben verband verbanden
ergab ergaben handelte handelten
ergab ergaben wurde wurden
ergab ergaben war waren
erhielt erhielten spielte spielten
erhielt erhielten verließ verließen
erhielt erhielten änderte änderten
erhielt erhielten erinnerte erinnerten
erhielt erhielten änderte änderten
erinnerte erinnerten hielt hielten
erinnerte erinnerten las lasen
erinnerte erinnerten gewann gewannen
erinnerte erinnerten verging vergingen
erinnerte erinnerten verging vergingen
erkannte erkannten ging gingen
erkannte erkannten meinte meinten
erkannte erkannten änderte änderten
erkannte erkannten wollte wollten
erkannte erkannten erreichte erreichten
erklärte erklärten schaffte schafften
erklärte erklärten lernte lernten
erklärte erklärten stellte stellten
erklärte erklärten nahm nahmen
erklärte erklärten fragte fragten
erreichte erreichten bedeutete bedeuteten
erreichte erreichten verging vergingen
erreichte erreichten bedeutete bedeuteten
erreichte erreichten stellte stellten
erreichte erreichten verglich verglichen
erschien erschienen erreichte erreichten
erschien erschienen saß saßen
erschien erschienen gehörte gehörten
erschien erschienen schaffte schafften
erschien erschienen musste mussten
erwartete erwarteten mochte mochten
erwartete erwarteten entsprach entsprachen
erwartete erwarteten schien schienen
erwartete erwarteten fand fanden
erwartete erwarteten erhielt erhielten
erzählte erzählten gab gaben
erzählte erzählten entwickelte entwickelten
erzählte erzählten stieg stiegen
erzählte erzählten bot boten
erzählte erzählten wusste wussten
fuhr fuhren handelte handelten
fuhr fuhren traf trafen
fuhr fuhren spielte spielten
fuhr fuhren hielt hielten
fuhr fuhren bestand bestanden
fiel fielen gehörte gehörten
fiel fielen sprach sprachen
fiel fielen schaffte schafften
fiel fielen sollte sollten
fiel fielen legte legten
fehlte fehlten fand fanden
fehlte fehlten nutzte nutzten
fehlte fehlten lebte lebten
fehlte fehlten hielt hielten
fehlte fehlten erschien erschienen
fand fanden trug trugen
fand fanden schaffte schafften
fand fanden gewann gewannen
fand fanden traf trafen
fand fanden wartete warteten
folgte folgten fand fanden
folgte folgten kam kamen
folgte folgten gab gaben
folgte folgten nahm nahmen
folgte folgten betraf betrafen
fragte fragten konnte konnten
fragte fragten blieb blieben
fragte fragten fehlte fehlten
fragte fragten schloss schlossen
fragte fragten erwartete erwarteten
fühlte fühlten sagte sagten
fühlte fühlten fehlte fehlten
fühlte fühlten konnte konnten
fühlte fühlten betraf betrafen
fühlte fühlten begann begannen
führte führten war waren
führte führten ließ ließen
führte führten gehörte gehörten
führte führten begann begannen
führte führten bekam bekamen
gab gaben verlor verloren
gab gaben entstand entstanden
gab gaben zog zogen
gab gaben wurde wurden
gab gaben durfte durften
ging gingen kannte kannten
ging gingen fragte fragten
ging gingen wartete warteten
ging gingen erkannte erkannten
ging gingen wollte wollten
gehörte gehörten lief liefen
gehörte gehörten schrieb schrieben
gehörte gehörten brauchte brauchten
gehörte gehörten legte legten
gehörte gehörten durfte durften
galt galten trug trugen
galt galten traf trafen
galt galten fragte fragten
galt galten bekam bekamen
galt galten machte machten
gewann gewannen meinte meinten
gewann gewannen stand standen
gewann gewannen versuchte versuchten
gewann gewannen versuchte versuchten
gewann gewannen wartete warteten
glaubte glaubten bedeutete bedeuteten
glaubte glaubten las lasen
glaubte glaubten fehlte fehlten
glaubte glaubten meinte meinten
glaubte glaubten erkannte erkannten
hatte hatten verließ verließen
hatte hatten verließ verließen
hatte hatten bot boten
hatte hatten fühlte fühlten
hatte hatten setzte setzten
hielt hielten schrieb schrieben
hielt hielten schloss schlossen
hielt hielten zeigte zeigten
hielt hielten bedeutete bedeuteten
hielt hielten gewann gewannen
handelte handelten nutzte nutzten
handelte handelten erhielt erhielten
handelte handelten studierte studierten
handelte handelten redete redeten
handelte handelten lief liefen
hieß hießen legte legten
hieß hießen glaubte glaubten
hieß hießen glaubte glaubten
hieß hießen verließ verließen
hieß hießen stand standen
half halfen hatte hatten
half halfen verlor verloren
half halfen redete redeten
half halfen sollte sollten
half halfen schrieb schrieben
interessierte interessierten konnte konnten
interessierte interessierten änderte änderten
interessierte interessierten lernte lernten
interessierte interessierten setzte setzten
interessierte interessierten stand standen
kannte kannten schaffte schafften
kannte kannten sprach sprachen
kannte kannten fuhr fuhren
kannte kannten ging gingen
kannte kannten erschien erschienen
kam kamen fand fanden
kam kamen brauchte brauchten
kam kamen schien schienen
kam kamen nutzte nutzten
kam kamen schrieb schrieben
konnte konnten dachte dachten
konnte konnten fehlte fehlten
konnte konnten studierte studierten
konnte konnten zog zogen
konnte konnten schaffte schafften
ließ ließen lebte lebten
ließ ließen verglich verglichen
ließ ließen dachte dachten
ließ ließen entstand entstanden
ließ ließen gab gaben
lief liefen musste mussten
lief liefen schien schienen
lief liefen zog zogen
lief liefen schaute schauten
lief liefen mochte mochten
lebte lebten hielt hielten
lebte lebten kannte kannten
lebte lebten stieg stiegen
lebte lebten stand standen
lebte lebten schloss schlossen
legte legten saß saßen
legte legten schloss schlossen
legte legten nannte nannten
legte legten führte führten
legte legten wusste wussten
lernte lernten schaffte schafften
lernte lernten war waren
lernte lernten setzte setzten
lernte lernten bot boten
lernte lernten gehörte gehörten
las lasen wusste wussten
las lasen ging gingen
las lasen meinte meinten
las lasen fuhr fuhren
las lasen zog zogen
lag lagen half halfen
lag lagen bedeutete bedeuteten
lag lagen wollte wollten
lag lagen fand fanden
lag lagen verstand verstanden
machte machten nannte nannten
machte machten kannte kannten
machte machten sah sahen
machte machten verließ verließen
machte machten bekam bekamen
meinte meinten erklärte erklärten
meinte meinten lernte lernten
meinte meinten half halfen
meinte meinten entsprach entsprachen
meinte meinten betraf betrafen
mochte mochten musste mussten
mochte mochten erschien erschienen
mochte mochten schloss schlossen
mochte mochten trug trugen
mochte mochten bot boten
musste mussten wartete warteten
musste mussten verband verbanden
musste mussten suchte suchten
musste mussten hatte hatten
musste mussten sah sahen
nahm nahmen stellte stellten
nahm nahmen verging vergingen
nahm nahmen begann begannen
nahm nahmen hielt hielten
nahm nahmen handelte handelten
nannte nannten erreichte erreichten
nannte nannten lag lagen
nannte nannten verlor verloren
nannte nannten sollte sollten
nannte nannten entwickelte entwickelten
nutzte nutzten betraf betrafen
nutzte nutzten hielt hielten
nutzte nutzten setzte setzten
nutzte nutzten bot boten
nutzte nutzten verlor verloren
redete redeten lebte lebten
redete redeten bestand bestanden
redete redeten versuchte versuchten
redete redeten schien schienen
redete redeten schrieb schrieben
sagte sagten verband verbanden
sagte sagten gab gaben
sagte sagten verließ verließen
sagte sagten musste mussten
sagte sagten legte legten
schaffte schafften studierte studierten
schaffte schafften fehlte fehlten
schaffte schafften lernte lernten
schaffte schafften bot boten
schaffte schafften legte legten
schaute schauten spielte spielten
schaute schauten betraf betrafen
schaute schauten bestand bestanden
schaute schauten bot boten
schaute schauten dachte dachten
schien schienen fühlte fühlten
schien schienen erzählte erzählten
schien schienen erwartete erwarteten
schien schienen hieß hießen
schien schienen arbeitete arbeiteten
schloss schlossen las lasen
schloss schlossen zeigte zeigten
schloss schlossen entstand entstanden
schloss schlossen betraf betrafen
schloss schlossen galt galten
schrieb schrieben entwickelte entwickelten
schrieb schrieben galt galten
schrieb schrieben schloss schlossen
schrieb schrieben konnte konnten
schrieb schrieben interessierte interessierten
sah sahen erkannte erkannten
sah sahen bestand bestanden
sah sahen studierte studierten
sah sahen glaubte glaubten
sah sahen handelte handelten
war waren zog zogen
war waren konnte konnten
